Name,Year Membership
Nino Zambakhidze,2017
Omar Al-Madhi,2017
Osman Haneef,2017
Pavel Durov,2017
Ramzi Jaber,2017
Rana El Kaliouby,2017
Rapelang Rabana,2017
Rebeca Minguela,2017
Rebecca van Bergen,2017
Richard Socher,2017
Rio Ferdinand,2017
Roberto Ibarra,2017
Rodrigo Tavares,2017
Rwitwika Bhattacharya-Agarwal,2017
Sam Kass,2017
Samar Ali,2017
Sangeet Paul Choudary,2017
Sarah Parcak,2017
Sercan Celebi,2017
Shaharzad Akbar,2017
Sheila Redzepi,2017
Shira Kaplan,2017
Shruti Shibulal,2017
Sputniko! Ozaki,2017
Stav Shaffir,2017
Subha Nagarajan,2017
Terry Beech,2017
Vijay Shekhar Sharma,2017
Yeoh Pei Lou,2017
Yuefei Qin,2017
Zou Hao,2017
Akim Daouda,2018
Albert Rivera D°az,2018
Alejandro Malgor,2018
Alisha Moopen,2018
Alok Shetty,2018
Angela Baker,2018
Anushka Ratnayake,2018
Armstrong Pame,2018
Arvind Satyam,2018
Barbara Ann Bernard,2018
Bhairavi Jani,2018
Camilla Hagen S?rli,2018
Carol Yu Ying,2018
Catherine Raw,2018
Christian Kroll,2018
David Sin,2018
Edward Smith,2018
Elaine Kim,2018
Fatoumata Ba,2018
Fern Shaw,2018
Gaurav Mehta,2018
Gloria Fluxa Thienemann,2018
Gwenaelle Avice-Huet,2018
Hamdullah Mohib,2018
Hannah Yeoh,2018
Harry Wang Huai,2018
Heba Aly,2018
Ho Ren Hua,2018
Ipek Ilicak Kayaalp,2018
Iyinoluwa Aboyeji,2018
Jagmeet Singh,2018
John Riady,2018
Joseph P. Kennedy III,2018
Joy Dunn,2018
Juan Jose Pocaterra,2018
Kaila Murnain,2018
Kanika Tekriwal,2018
Kapil Mohabir,2018
Karabo Morule,2018
Kelly Buchanan,2018
Kent Ho,2018
Kerstin Forsberg,2018
Khaled IguÇ,2018
Leana Wen,2018
Leo Varadkar,2018
Li Jia,2018
Li Sixuan,2018
Lily Sarafan,2018
Liu Xiao,2018
Lucy McRae,2018
Marläne Schiappa,2018
Mathieu Flamini,2018
Maya Foa,2018
Michael Faye,2018
Miroslava Duma,2018
Nadeem Meghji,2018
Nami Chung,2018
Nico Rosberg,2018
Nighat Dad,2018
Oana Bizgan-Gayral,2018
Rayan Fayez,2018
Razan Al Mubarak,2018
Reem Fadda,2018
Reem Khouri,2018
Rhea Mazumdar Singha,2018
Riad Armanious,2018
Samuel Alemayehu,2018
Sanni Grahn-Laasonen,2018
Sarah Al Suhaimi,2018
Sebasti†n Kind,2018
SÇbastien Kadio-Morokro,2018
Shoko Takahashi,2018
Simon Sheikh,2018
Solveigh Hieronimus,2018
Susannah Rodgers,2018
Taejun Shin,2018
Tamer Makary,2018
Tom Szaky,2018
Unathi Kamlana,2018
Valeri Chekheria,2018
Wai Wai Nu,2018
Wang Wen,2018
Wenjuan Mi,2018
Xavier Duportet,2018
Zhang Lu,2018
Adebola,2019
Agnes Budzyn,2019
Ahd Kamel,2019
Ahmed Ali Al-Hammadi,2019
Ameer Sherif,2019
Aminata Kane Ndiaye,2019
Amy Gao,2019
Andrew Serazin,2019
Angela Daniella Garcia Moreno,2019
Anjali Sud,2019
Anjhula Mya Singh Bais,2019
Anne-Sophie Grouchka,2019
Annika Saarikko,2019
Asif Zahir,2019
Bogolo Joy Kenewendo,2019
Bryony Winn,2019
Cal Henderson,2019
Carlos Alvarado Quesada,2019
Carlos Reines,2019
Carol Reiley,2019
Clare O'Neil,2019
Cristina Pozzi,2019
Cyrus Habib,2019
Dan Crenshaw,2019
Daniel de Boer,2019
Daria Kaleniuk,2019
David Chubak,2019
David Moinina Sengeh,2019
Deshal De Mel,2019
Diane Binder,2019
Emily Kirsch,2019
Eric Dayton,2019
Erika Najarian,2019
Eva Scherer,2019
Faisal Khan,2019
Farhan Latif,2019
Fernando Grostein Andrade,2019
Gary Liu,2019
Genki Oda,2019
Geoffrey Bouquot,2019
Geoffrey See,2019
Gong Yingying,2019
Gregorio Werthein,2019
Guillaume Lefevre,2019
Halla Hrund Logadottir,2019
Huang Dinglong,2019
Ibrahim AlMojel,2019
Ivy Huq Russell,2019
Jean-Franáois GagnÇ,2019
Jean-Jacques BarbÇris,2019
Jessica Burgner-Kahrs,2019
Joice Toyota,2019
Jonathan Malagon,2019
Joseph Konzelmann,2019
Julie Bonamy,2019
Kamissa Camara,2019
Ketevan Bochorishvili,2019
Lisa Ivers,2019
Liu Qian,2019
Lokesh Nara,2019
Lucy d'Arville,2019
M. Bilge Demirkoz,2019
Mamuka Bakhtadze,2019
Matthew Guilford,2019
Maya Roy,2019
Melanie Perkins,2019
Nadia Maqbool,2019
Nathaniel Harding,2019
Nerissa Naidu,2019
Nick Ayers,2019
Nora Khaldi,2019
Noura Selim,2019
Pablo Alberto Barrera Lopez,2019
Pawe? Sur¢wka,2019
Peter Buttigieg,2019
Phanindra Sama,2019
Piyush Tewari,2019
Poonam Mahajan,2019
Priyanka Bakaya,2019
Richard Martinez,2019
Richard Walker,2019
Rima Assi,2019
Rohit Chopra,2019
Ruangroj Poonpol,2019
Ruba Borno,2019
Sam Lee,2019
Sarah bint Yousif Al-Amiri,2019
Sarah Nicholls,2019
Serene Chen Huijing,2019
Serey Chea,2019
Seung-Joon Chang,2019
Stefanie Kurniadi,2019
Sucharita Mukherjee,2019
Sue Anne Tay,2019
Syed Saddiq bin Syed Abdul Rahman,2019
Thomas Saueressig,2019
Tigran Khudaverdian,2019
Tolu Oni,2019
Umra Omar,2019
Victoria Alonsoperez,2019
Wanuri Kahiu,2019
Yalda Hakim,2019
Yasukane Matsumoto,2019
Yeo Bee Yin,2019
Yin Qi,2019
Yuan Jiakai,2019
Zhang Longmei,2019
Akiko Naka,2020
Akshay Naheta,2020
Alicia Garza,2020
Anahita Thoms,2020
Annalena Baerbock,2020
Aslihan Denizkurdu,2020
Atika Rehman,2020
Aurelie Adam-Soule Zoumarou,2020
Barbara Maul Mulvee,2020
Bernardo Asuaje,2020
Bhavin Shah,2020
Brandon Stanton,2020
Byju Raveendran,2020
Carlalberto Guglielminotti,2020
Caroline Malcolm,2020
Cherrie Atilano,2020
Chew Shou Zi,2020
Chinny Ogunro,2020
Christian Zeinler,2020
David Ikkersheim,2020
Delfina Irazusta,2020
Eduardo Figueiredo Cavalheiro Leite,2020
Elisa Vegas,2020
Elisha London,2020
Emi Nakamura,2020
Fabio Ziemssen,2020
Fainy Sukenik,2020
Faisal Alibrahim,2020
Fang Qu,2020
Faraja Nyalandu,2020
Fredros Okumu,2020
Fumiaki Kobayashi,2020
Gabriel Attal,2020
Gabriel Marcolongo,2020
Gaurav Gupta,2020
Golriz Ghahraman,2020
Grace Natalie Louisa,2020
Gregg Treinish,2020
Griffin R. Myers,2020
Henry Motte-Mu§oz,2020
Hyungu Dave Cho,2020
Ines Arrimadas,2020
Jack Conte,2020
James Rogers,2020
Jason Camm,2020
Jeffrey Lu,2020
Jes£s Cepeda,2020
Jin He,2020
Joelle Faulkner,2020
Johana Bahamon,2020
Jukay Hsu,2020
Kabir Sehgal,2020
Karen Karniol-Tambour,2020
Karina Gould,2020
Kate Brandt,2020
Kate Gallego,2020
Katsuya Uenoyama,2020
Kojo Oppong Nkrumah,2020
Komal Dadlani,2020
Krasna Cham,2020
Kristo Kaarmann,2020
Kush Saxena,2020
Lamya AlHaj,2020
Larry Madowo,2020
Lauren Underwood,2020
Leland Maschmeyer,2020
Ludovic Subran,2020
Manuella Kaster,2020
Marga Gual Soler,2020
Maryam Monsef,2020
Matthew Caruana Galizia,2020
Mayur Patel,2020
Megan Rapinoe,2020
Mei Mei Hu,2020
Mette Lykke,2020
Michael Kratsios,2020
Muhammad Hammad Azhar,2020
Nancie Zhu,2020
Nicole Vogrin,2020
Niki Kerameus,2020
Niklas Adalberth,2020
Noor Sweid,2020
Otto Sonnenholzner,2020
Pamela Chan,2020
Paula Ingabire,2020
Pradip Pariyar,2020
Qiaomei Fu,2020
Rafael Paz,2020
Raya Yusuf-Sbitany,2020
Rebecca M. Heller,2020
Sally Shin,2020
Sanna Marin,2020
Sarah Chen,2020
Shani Senbetta,2020
Shauna Aminath,2020
Stacey Tank,2020
Stephanie Lo,2020
Susana Sierra,2020
Swapan Mehra,2020
Tara Singh Vachani,2020
Thani Ahmed Al Zeyoudi,2020
Tianshi Chen,2020
Tunde Kehinde,2020
Ugyen Dorji,2020
Veronica Ruiz del Vizo,2020
Veronika Linardi,2020
Vinati Mutreja,2020
Viridiana Rios,2020
Vivek Salgaocar,2020
Wan Nadiah Wan Mohd Abdullah Yaakob,2020
Weiwei Xing,2020
Yasui Yoshiki,2020
Yetnebersh Nigussie,2020
Ying Jiang,2020
Zhu Xiaoxuan,2020
Abasi Ene-Obong,2021
Aditi Avasthi,2021
Adriana Cargill,2021
Adriana Ortiz,2021
Alanoud Bint Hamad Al Thani,2021
Alberto de Belaunde,2021
Alexander de Carvalho,2021
Alexis Crow,2021
AmÇlie de Montchalin,2021
Ameya Prabhu,2021
Amit Paley,2021
Andrew Bragg,2021
Andrey A. Guryev,2021
Anne-Laure de Chammard,2021
Anneliese Schulz,2021
Anulika Ajufo,2021
Arvan Chan,2021
Brian Kaufmann,2021
Burcu Ozturk,2021
Catherine Lenson,2021
Chen Wu,2021
Christoph Bornschein,2021
Claudia Vergueiro Massei,2021
Conrod Kelly,2021
Cristina Fonseca,2021
Dalal Saeb Iriqat,2021
Dana Juffa,2021
Daniel Ahn,2021
David Alexander Walcott,2021
Devi Sridhar,2021
El Seed Faouzi,2021
Elham Al Qasim,2021
Emily Serazin,2021
Erica Alessandri,2021
Esraa Al-Buti,2021
Fawaz Farooqui,2021
Francesca Chia,2021
Gadeer Kamal-Mreeh,2021
Gareth Wong,2021
Garlin Gilchrist II,2021
Gazal Kalra,2021
Gregoire Pictet,2021
Haley Lowry,2021
He Zhengyu,2021
Hitesh Wadhwa,2021
Hriday Ravindranath,2021
Ibram X Kendi,2021
Izkia Siches,2021
Jessica Jackson,2021
Jessica Mauboy,2021
Jocelyn Formsma,2021
Kira Radinsky,2021
Kishin RK,2021
Laura Gersch,2021
Laure Forgeron,2021
Lea Wermelin,2021
Li Ni,2021
Liam Sobey,2021
Lu Chaoyang,2021
Luis Felipe Cervantes Legorreta,2021
Luiza Mattos,2021
Lukas Nelson,2021
Maleeka Bokhari,2021
Mart°n Guzm†n,2021
Matthew Chamberlain,2021
Megan Greenfield,2021
Mohamed Al Hashemi,2021
Mohammad Salem Omaid,2021
Nari Kahle,2021
Nathalia Arcuri,2021
Nirvana Chaudhary,2021
Obi Ozor,2021
Paul Rivera,2021
Peter Biar Ajak,2021
Pierre-Dimitri Gore-Coty,2021
Ricardo Weder,2021
Roberto Pati§o,2021
Rohan Ramakrishnan,2021
Rose Damen,2021
Sanae Lahlou,2021
Sangu Delle,2021
Seung Gun Lee,2021
Shiho Azuma,2021
Shreevar Kheruka,2021
Silvia Wiesner,2021
SinÇad Burke,2021
Sophie Seula Kim,2021
Srikanth Bolla,2021
Suren Aloyan,2021
Tanit Chearavanont,2021
Tendayi Achiume,2021
Terrence Kommal,2021
Thomas Crowther,2021
Vasudha Vats,2021
Vera Daves de Sousa,2021
Virginijus Sinkevicius,2021
Wang Guan,2021
Wawira Njiru,2021
Xue Peng,2021
Yifan Li,2021
Zhuang Qian,2021
Abdulrahman Essa Al-Mannai,2022
Alaa Murabit,2022
Amal Enan,2022
Anderson Tanoto,2022
Anne-Laure Malauzat,2022
Badruun Gardi,2022
B†rbara Luiza Coutinho do Nascimento,2022
Bicheng Han,2022
Boju Zhang,2022
Bolor-Erdene Battsenge,2022
Carlo Perez-Arizti,2022
Caroline Blanch Israel,2022
Christer Kjos,2022
Christy Lei Sun,2022
Claire Cormier Thielke,2022
Clarissa Delgado,2022
Colin Allred,2022
Danae Kyriakopoulou,2022
Daniel Feldman,2022
Daniel Zhang Xianming,2022
Dominic Wadongo,2022
Enass Abo-Hamed,2022
Esha Mansingh,2022
Esra Eczac?ba?? Co?kun,2022
Eugene Chung,2022
Eva Maydell,2022
Eva Otieno,2022
Fares Bugshan,2022
Franáoise Moudouth,2022
Freddy Castro,2022
Frederic Hoffmann,2022
Freshta Karim,2022
Hamad AlMahmeed,2022
Ilwad Elman,2022
Inna Modja,2022
Ioana Patriniche,2022
Irina Lachowski,2022
Jaideep Bansal,2022
James Kwame Mensah,2022
James Mnyupe,2022
Jennifer Auerbach-Rodriguez,2022
Jessica Beckerman,2022
Jinxing Zheng,2022
John R. Tyson,2022
Joud Abdel Majeid,2022
Joy Buolamwini,2022
Juan Carlos Rinc¢n,2022
Kaitlyn Sadtler,2022
Kiah Williams,2022
Kim Hallwood,2022
Lesley Ndlovu,2022
Luana GÇnot,2022
Luhui Yan,2022
Manasi Joshi,2022
Margot Edelman,2022
Maria Eugenia del Castillo Cabrera,2022
Mariana Vasconcelos,2022
Mark Boris Andrijani,2022
Mark Stoffels,2022
Matt Dalio,2022
Matthew Katz,2022
Mayank Singhal,2022
Mia Perdomo,2022
Miku Hirano,2022
Mmaki Jantjies,2022
Mohammed Alghanim,2022
Mykhailo Fedorov,2022
Naif Shesha,2022
Nasreen Ali Mohamed,2022
Natalie Black,2022
Noor Boodai,2022
Ola Doudin,2022
Omar bin Sultan Al Olama,2022
Orenzo (Perry) Hollowell,2022
Peng Shen,2022
Philip Meissner,2022
Radhika Gupta,2022
Raghav Chadha,2022
Ritesh Malik,2022
Saad Hayat Tamman,2022
Safiya Al-Jabry,2022
Sahar Albazar,2022
Sara Saeed Khurram,2022
Sarah Rawson,2022
Sean Fraser,2022
Sharam Gulzad,2022
Siwan (Swan) Lu,2022
Sophia Hamblin Wang,2022
Soraya Djermoun,2022
Steve Suryadinata,2022
Suhail Sameer,2022
Sumayya Vally,2022
Sun Xuemei,2022
Tom Mustill,2022
Usman Ahmed,2022
Venetia Bell,2022
Vilas Dhar,2022
Vineeta Singh,2022
Wai-Lung (Billy) Ng,2022
Wissam Joubran,2022
Yanqing (Kenny) Cai,2022
Yashovardhan Lohia,2022
Yeoh Keong Hann,2022
Yichen Shen,2022
Yoichi Ochiai,2022
Yousef Yousef,2022
Yuito Yamada,2022
Zou Shasha,2022
Zoya Lytvyn,2022
Zuriel Naiker,2022
